5724,516
7713,8110
2976,4970
7900,2905
611,5051
5121,6505
6846,3593
3964,5594
623,7073
8840,7688
9079,4536
3162,6258
742,492
207,7591
3999,8775
9940,1968
136,663
8797,9197
8796,4401
7221,1714
9544,6145
8355,9430
5168,9982
3610,6496
4901,4191
2354,4657
2084,6172
6552,5085
7421,8495
8610,1558
2396,873
3394,9382
9815,6780
4085,7643
339,7844
7962,9925
1429,1338
6707,9192
8368,1978
9788,2230
4966,8325
2240,3339
8498,9435
3955,5091
1520,3387
7750,8520
8922,4116
7252,4994
4480,240
1423,9093
8455,4648
4596,2106
9024,6322
9473,5152
7827,8872
6529,2083
8457,6243
8953,3014
4583,6655
9447,7875
6962,5054
2698,5716
7285,2374
7278,779
6739,8633
2693,7220
5562,4
6349,2629
7556,6201
2844,2646
6834,4819
8545,9624
939,3628
1460,9836
258,7911
6984,2102
8624,6999
5197,7952
5801,9424
2388,9806
4490,7324
4963,359
1299,9712
1839,2995
7196,3508
4711,7451
4010,6251
6452,4124
4183,2137
2182,8957
931,9092
3641,1905
6815,4156
7480,8995
2870,2776
9646,3642
295,7903
6926,4714
9364,795
5052,1288
8313,9701
2091,6617
8527,1634
3965,3467
475,3989
4367,5792
7028,6494
9617,9666
6533,24
4943,8148
3878,2424
8566,867
8037,9113
7901,1145
6142,3979
4184,5873
3749,4548
4148,2356
685,859
7949,8011
5055,4325
1798,6647
205,8736
8766,4540
1920,4363
9221,2863
7701,3651
9923,8932
970,4030
3459,1723
1375,7218
2385,2919
527,1851
9671,9302
1428,8517
7210,2405
6778,3999
7606,5875
6670,1882
415,7741
3102,535
7620,7509
1684,7973
1784,8891
1457,4472
7497,7336
1023,2478
1333,8387
3968,1521
3470,6323
5148,5458
5099,4935
2054,84
1028,8090
2953,6670
9929,211
2606,5366
7489,7
513,1050
6107,109
4648,1384
9314,4905
8336,7267
3439,5997
1938,6948
6262,1816
3336,1060
1831,1532
1312,6370
8407,3961
3364,2475
2492,4005
5411,3048
2860,7056
1485,9217
9914,6951
1818,7482
4680,2445
2456,2549
9569,1196
561,3722
7881,1000
3121,7538
7914,8127
6136,8221
531,5563
4130,8162
5357,6984
7048,3753
1264,8199
7768,3910
1848,2291
1330,8212
9527,8658
950,8329
6225,7200
3287,769
5524,5626
7836,883
7019,3529
7987,1290
819,7113
8543,5227
918,5527
406,3913
8858,7511
2119,397
6443,9108
5252,5023
567,5076
9467,2858
3556,3248
4805,1191
5218,3980
3052,3203
7709,3177
4629,9881
1706,7940
7752,9794
227,5738
5021,4418
953,9971
6441,6460
569,1388
5550,7691
90,4131
5727,4895
3629,2079
1332,8298
8811,2168
8283,3967
3782,965
3345,6422
153,8994
1757,5891
9391,2479
4319,9300
1022,6164
1171,6778
245,5096
8735,2946
357,5605
3596,7876
6383,8227
6928,6455
7040,9443
4164,4831
14,1708
2053,2359
1596,9229
8236,7891
909,9190
4601,7627
705,7878
7380,3704
2525,6787
961,7608
6972,5232
9743,6909
3841,7394
8489,667
8300,6079
7092,1641
8773,3208
8024,197
9337,9792
8980,5729
6647,4934
4547,1612
6545,2977
1255,2945
8032,1479
9101,1410
1095,2151
3329,1765
2921,3202
3381,9622
5407,4938
1145,7263
8816,8141
710,5108
6036,2777
958,8342
2595,1264
4889,8103
8223,9552
5078,2715
6985,33
925,4591
9217,4254
2774,1502
1408,7405
5109,3413
3177,8401
4433,4287
3650,8337
4700,2686
3953,9293
3283,8266
2484,558
2476,3335
6377,5916
3254,9989
554,4015
1785,2673
4955,3844
7916,5635
1660,1847
1661,6431
7117,4516
5743,306
5558,2794
4371,6012
4707,8503
9716,4192
9592,6651
4976,1592
106,9771
2812,7268
4981,786
2544,8338
769,2967
4091,703
5157,2037
3737,3333
2001,200
2249,8452
557,5264
4996,3162
7120,6471
3577,8921
565,5183
9296,4016
9339,4758
8977,4020
1347,2035
8954,3032
3646,6661
8208,3621
5402,7346
1179,5034
1036,818
2994,6367
3360,2448
8400,1533
9415,749
853,4141
8501,7370
6702,8779
3042,5821
334,4845
5321,2525
4911,3546
5846,6774
1823,6415
9613,4007
8184,9913
868,8118
3358,7984
5291,876
3901,3038
9382,3137
7438,446
532,4341
2490,9608
9295,9173
7602,5297
9783,8992
6390,4795
511,594
2289,536
5134,3889
676,7187
93,8781
4841,7828
2077,1764
8852,8435
6768,4909
8473,3128
6506,8678
7876,9399
4909,4601
1892,6248
6856,6669
3346,7961
7485,1343
4191,5265
8301,6179
5237,1892
9460,560
6223,4558
9861,8109
2035,1486
7566,1540
4392,9083
883,2770
4247,3140
9383,101
7185,2171
9413,3113
6516,9367
4863,8076
5038,5862
9832,8749
516,9769
7355,6577
575,6900
7208,494
6023,1089
2416,5186
4523,9398
6635,8742
4109,9061
1760,7429
4081,4272
5349,8667
1673,6085
4177,415
4634,4646
1580,5045
4334,7305
3306,9952
855,2769
5064,3829
8332,9344
3017,8856
3860,9249
1079,3350
2868,2051
6108,4960
9478,1862
2602,7576
1134,2139
1886,6040
4128,327
4009,4836
3635,9669
1215,2456
4132,4808
1629,2838
4667,9239
8079,7207
147,6208
6561,8320
9920,518
1495,2955
7696,40
7458,6623
7433,9602
5278,1620
8834,6622
8084,4184
3127,3664
5487,6764
1542,6512
3917,618
1641,153
6810,3343
6229,5973
9941,5757
3225,4259
3933,9929
8956,7682
251,3117
8227,4638
2401,5677
4067,9319
1881,7574
3010,5024
9898,1353
2234,1459
167,7139
5090,89
8955,3383
6807,8051
3642,3837
5101,6921
4959,3873
3170,704
1949,7809
1993,6502
5642,3504
7672,2624
9868,1618
1854,2431
520,1611
5598,6705
5825,9799
1657,2632
9785,5278
8320,5065
2486,5202
1374,2412
4323,4595
6606,2827
9559,8519
3422,3365
8439,1661
1381,961
2455,4573
5964,2756
2653,6877
3884,9474
278,7617
5576,6330
1700,5284
5092,2976
7649,738
77,8939
2152,6480
7686,5372
4738,488
2495,6719
4351,4948
8899,9962
1575,5737
7478,1903
4649,4933
4061,5949
4536,8159
7557,5522
9729,6798
7571,7661
7470,6580
8988,6550
4478,6196
9386,2127
4589,8733
6027,6016
7035,3405
8886,6341
571,4205
4985,8193
252,5495
6611,4247
3944,6384
2801,8136
5158,4335
3244,1035
6765,9118
740,4838
9537,8
873,933
649,4778
7387,3882
3659,6183
6160,744
2766,627
303,9627
112,7907
2412,9161
356,9396
5238,5310
4759,5163
335,5238
9620,374
5240,8940
9635,3645
737,645
2882,8615
5779,7256
4019,943
4895,1298
1934,7180
3290,5620
9740,9601
3564,6497
4042,7561
5546,2760
6336,9541
2317,3287
3415,8311
5495,1259
8324,5469
1918,9053
4573,1699
4772,1205
9699,1489
1704,9441
639,2147
2886,9754
7017,6966
2904,4497
315,8998
2441,4992
8682,9768
3160,8419
5787,8263
2196,4033
8051,2684
727,3148
3220,194
3497,2630
8446,2172
5242,9788
9795,7278
3237,995
8377,2584
8934,4313
4345,4225
2164,7242
2425,9615
6009,1797
9906,1702
5165,2691
815,1467
3428,466
4170,1604
3996,3235
4100,8454
1127,807
622,2659
2724,6743
9951,9755
5708,147
4260,5337
2216,1096
8241,1092
1909,1073
5345,6954
3023,3272
7371,7938
5788,2101
3147,8686
7810,6151
7745,3410
4871,3677
7630,198
133,2953
9312,8620
7772,1779
4176,6252
3083,2164
7733,9265
3158,3342
6177,8938
7442,7923
8207,9098
1882,8731
2302,4025
5186,5154
6463,523
5881,2642
4307,5052
2942,9703
1900,3824
5030,1799
2834,1370
8495,6148
7584,8209
8424,8016
9043,1224
7798,9331
8991,2104
7641,3477
3678,9927
7844,8764
1433,5955
4587,5367
556,7041
763,8062
1091,5235
2503,6931
3227,8098
1438,4979
4612,2033
5753,467
680,1304
1500,4600
3993,1187
7841,2807
7802,8617
5987,7812
8945,5251
9038,1228
2184,7228
2376,7365
6591,8560
7123,8531
1753,4297
6208,628
3560,5323
7559,4564
3033,5361
9301,7144
8555,4429
47,9705
6755,3107
2587,4957
9306,9710
8827,4059
584,7389
6283,5425
3223,8133
4957,3709
5265,7517
2523,6216
7865,595
3016,383
4429,8052
8893,3512
5282,7958
8159,9014
3018,4588
9762,9306
5097,2263
473,218
4293,4521
5968,8261
6098,5936
6022,6424
3333,5097
5513,9665
4354,6540
6096,7986
438,9064
9463,8814
741,9433
5605,2484
5919,6491
5206,5208
8594,4175
7226,7091
6904,4998
2778,6473
1055,3417
6367,1270
5156,7197
2692,4544
9709,9317
6997,7286
2319,3675
1432,1011
6363,7491
1499,7670
2329,7654
2268,6081
231,128
5117,8773
5745,4344
60,6102
1449,3404
161,1274
6640,7799
8397,8063
9423,8099
7657,484
1380,1379
3159,4177
4492,3781
175,6182
7181,6343
744,4381
564,2740
8510,5211
528,7935
7698,2108
2818,9643
8635,6990
8372,5611
217,7227
9332,4312
8878,6420
3039,6767
6249,9690
5602,8851
7314,7819
9393,2528
9268,6147
1503,9003
2393,2432
3355,9332
1741,4315
1585,9581
4016,908
7242,864
5042,7556
9405,1586
2983,8543
4062,3733
7613,7366
6787,9133
2848,3133
734,5574
1601,7252
1250,1141
5523,6046
7531,4140
5912,991
1448,7697
9949,253
9737,752
3305,2279
1582,6746
7046,4546
6503,356
6874,5394
8815,5426
3214,1747
8620,6594
5012,9500
1769,4333
5089,8124
5847,2204
5312,6066
8873,5007
7036,6627
5497,957
4241,4362
2986,635
5008,117
2277,5291
5490,6075
1681,7162
2866,793
2206,4897
3825,8690
2568,3825
7905,8971
8657,9813
3722,7824
7044,6076
7422,8611
5303,6896
404,7934
1342,6293
2829,3052
7520,4180
6511,978
4617,5849
1992,6234
6933,6104
7762,6000
4462,3103
3821,3036
2977,1791
8494,1648
5499,9366
5933,9282
8262,2680
2429,4972
7716,9029
8987,131
4122,7507
2952,2242
380,5690
3179,9209
6005,3381
8284,5207
2351,4842
5959,5249
2940,4058
6241,7663
1356,203
7331,2468
9242,1841
9354,1208
9456,9008
8765,4085
2323,4171
