560,676
952,161
697,605
128,893
822,426
527,53
584,974
903,413
773,834
802,250
672,341
354,195
707,212
698,483
885,673
816,157
681,152
429,19
738,771
676,661
549,814
507,297
220,923
729,376
753,777
166,192
450,754
957,898
579,811
382,692
180,774
182,922
855,766
508,2
732,751
979,41
190,928
171,442
215,432
914,840
665,872
259,81
418,830
39,371
136,647
721,470
488,677
869,987
985,614
585,478
350,186
749,884
994,626
943,634
6,747
787,918
525,495
626,977
618,481
178,688
538,633
410,782
369,646
892,94
401,889
553,368
44,544
451,979
370,30
842,951
137,153
611,494
443,303
967,167
814,555
670,474
571,875
652,31
46,162
100,736
736,76
712,635
253,204
874,662
175,288
644,386
239,75
875,755
473,287
11,74
649,78
566,929
601,984
866,735
588,63
582,855
782,816
562,28
453,936
580,738
129,298
4,68
496,588
283,542
494,115
161,277
829,887
990,712
390,403
659,911
50,220
752,785
882,701
794,526
910,357
901,349
573,372
223,265
409,378
291,577
254,697
699,625
667,418
930,154
846,353
939,720
887,304
191,913
642,80
920,67
230,351
657,556
238,233
927,819
149,36
650,550
444,958
523,281
247,355
973,334
234,133
340,391
164,572
221,837
655,42
406,775
743,172
554,290
810,946
469,381
878,436
516,948
609,729
462,881
793,449
210,469
154,509
970,180
530,575
925,72
849,790
337,438
661,982
460,674
834,813
897,741
69,97
93,776
83,757
286,586
899,319
13,226
648,848
589,786
640,104
888,693
298,772
417,767
41,306
718,313
607,129
141,731
322,128
727,485
798,824
789,856
679,453
610,994
32,602
512,883
422,231
146,617
214,342
219,930
412,593
204,924
762,909
331,26
269,659
843,717
815,266
465,546
271,178
850,805
222,691
81,695
411,234
118,584
45,497
95,486
313,339
325,795
349,905
809,45
641,96
74,742
206,696
111,10
76,95
532,324
315,487
143,321
232,444
963,906
257,416
426,953
300,746
812,762
709,215
954,489
500,73
231,135
457,864
404,571
675,247
662,622
719,861
627,843
757,455
940,387
934,174
60,467
97,961
913,232
720,670
367,900
105,446
685,999
545,737
82,829
629,545
495,40
252,275
165,475
724,547
537,611
456,110
510,838
692,169
933,191
139,587
288,580
356,15
622,171
3,414
587,973
14,198
775,109
559,429
696,420
438,299
483,310
929,439
278,305
760,261
364,724
402,433
912,537
78,160
739,629
932,642
40,476
135,21
79,636
790,113
301,143
392,338
593,373
380,574
542,13
863,986
907,728
830,111
243,705
285,434
938,569
509,18
183,240
399,71
445,801
28,954
703,422
177,140
475,899
268,92
969,749
395,289
144,136
398,354
646,20
436,968
638,865
339,998
900,983
541,471
188,792
181,897
993,941
187,787
716,709
872,579
258,643
797,807
209,145
343,800
960,549
33,70
693,896
777,209
299,448
467,682
980,5
513,802
88,641
224,867
936,142
212,919
558,809
645,657
195,640
577,684
817,616
23,847
341,669
671,560
414,521
702,631
893,14
458,84
705,25
663,3
449,651
503,947
750,243
393,744
25,870
660,293
378,734
107,718
43,698
363,257
379,981
148,783
534,82
80,457
91,121
937,708
228,166
207,595
155,463
30,114
173,740
277,283
236,768
211,6
845,581
138,131
731,159
818,401
346,389
786,702
741,302
490,876
904,443
499,430
421,540
287,970
432,230
303,34
168,208
879,576
170,184
827,352
130,524
643,527
942,727
977,271
680,812
246,273
319,496
647,106
318,365
746,654
276,99
881,328
768,259
163,650
751,394
859,637
857,175
776,211
18,43
653,238
949,454
748,462
486,269
439,990
365,308
941,398
740,147
944,758
167,894
58,664
321,667
446,885
368,32
800,715
594,719
440,828
634,459
965,272
766,671
386,130
778,721
327,704
302,995
515,750
733,966
125,168
330,551
876,732
592,952
22,972
501,146
539,236
463,610
307,803
241,769
160,912
70,781
608,681
383,507
52,358
115,8
669,258
255,493
197,29
427,274
931,388
389,409
121,976
104,778
169,988
975,859
570,383
282,150
651,620
66,858
35,810
424,842
565,557
31,597
754,645
448,760
824,390
526,525
90,522
916,4
333,203
568,516
172,44
34,992
982,570
96,52
726,880
200,101
605,535
294,854
992,267
533,425
836,517
49,179
151,739
902,927
99,942
159,683
482,158
966,361
64,934
728,137
576,601
308,385
921,804
871,222
835,615
126,512
723,687
983,347
338,406
807,405
459,666
132,534
226,189
742,904
290,963
474,91
968,227
806,466
620,57
769,249
67,933
396,895
919,612
518,268
520,908
575,649
36,237
242,679
359,473
405,969
891,613
995,307
47,784
978,452
348,263
403,964
958,56
758,359
24,366
270,564
947,400
890,780
722,22
880,88
12,468
237,460
326,292
664,206
304,397
791,980
261,311
971,225
108,756
686,511
847,395
216,456
251,16
192,796
357,50
336,975
37,591
316,888
274,103
21,362
150,124
547,504
431,589
555,890
883,559
779,748
844,246
540,799
229,857
764,256
853,199
280,337
945,85
208,886
687,331
345,844
820,763
614,382
735,791
205,244
416,869
225,663
569,270
713,447
524,423
425,435
906,77
877,62
240,561
674,765
5,733
103,221
873,58
466,505
10,873
563,823
819,685
811,202
826,500
366,332
9,410
915,187
329,710
267,939
617,703
256,69
468,122
213,323
106,852
477,451
394,127
602,985
745,543
433,531
950,260
59,320
597,624
116,573
185,156
63,563
922,528
484,346
677,393
546,822
360,978
505,568
454,815
867,945
328,93
556,123
767,235
511,644
771,599
991,606
179,523
61,743
376,835
481,565
796,937
461,820
759,242
870,567
905,860
162,773
305,866
133,64
62,280
147,959
598,578
